PARCEL_PIN,SOURCE,ZONING_DISTRICT,FUTURE_LAND_USE,SUBDIVISION_NAME
0157128304013,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304014,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304015,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304016,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304017,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304018,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304019,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304020,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304021,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304022,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304023,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304024,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304025,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304026,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304027,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304028,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304029,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304030,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128304031,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305001,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305002,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305003,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305004,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305005,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305006,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305007,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305008,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305009,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305010,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305011,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305012,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305013,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305014,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305015,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305016,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305017,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305018,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305019,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305020,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305021,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305022,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305023,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305024,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305025,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305026,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305027,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305028,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128305029,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306001,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306002,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306003,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306004,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306005,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306006,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306007,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306008,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306009,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306010,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306011,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306012,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306013,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306014,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306015,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306016,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306017,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306018,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306019,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306020,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306021,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306022,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306023,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306024,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306025,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306026,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306027,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128306028,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307001,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307002,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307003,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307004,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307005,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307006,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307007,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307008,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128307009,COT,SFA,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 1
0157128308001,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308002,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308003,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308004,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308005,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308006,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308007,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308008,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308009,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308010,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308011,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308012,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308013,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308014,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308015,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308016,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128308016,COT,RE,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 2
0157128308016,COT,RE,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308016,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308016,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308016,COT,SFD,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 2
0157128308016,COT,SFD,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308017,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128308018,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308018,COT,SFD,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308019,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308019,COT,SFD,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308020,COT,RE,"Parks, Trails, and Open Space",GLENEAGLE ESTATES SUB AMD NO 1
0157128308020,COT,RE,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308020,COT,RE,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308020,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308020,COT,SFD,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308021,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 1
0157128308071,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE F1A1
0157128308071,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE F1A1
0157128308071,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE FILING 2
0157128308073,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128308073,COT,RE,Estate Neighborhood,VILLAGES AT RIVERDALE F1A1
0157128308073,COT,RE,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 2
0157128308073,COT,SFA,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 2
0157128308073,COT,SFA,"Parks, Trails, and Open Space",VILLAGES AT RIVERDALE F1A1
0157128309001,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309002,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309003,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309004,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309005,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309006,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309007,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309008,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309009,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309010,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309011,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309012,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309013,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309014,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309015,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309016,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309017,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309018,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309019,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309020,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309021,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309022,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309023,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309024,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309025,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309026,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309027,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309028,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309029,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309030,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309031,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309032,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309033,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309034,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309035,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309036,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309037,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309038,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309039,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309040,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309041,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309042,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309043,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128309044,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310009,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310010,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310011,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310012,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310013,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310021,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310022,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310023,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310024,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310025,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310026,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310027,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310028,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310029,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310030,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310031,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310032,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310033,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128310034,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311001,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311002,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311003,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311004,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311005,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311006,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311007,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311008,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311009,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311021,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311022,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311023,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311024,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311025,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311026,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311027,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311028,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128311029,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312001,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312002,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312003,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312004,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312005,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312006,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312007,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312008,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312009,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312010,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312011,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312012,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312013,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312014,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312015,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312016,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312017,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312018,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128312019,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313001,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313002,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313003,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313004,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313005,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313006,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313007,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313008,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313009,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313010,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313011,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313012,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313013,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313014,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313015,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313016,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313017,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313018,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313019,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313020,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313021,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313022,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313023,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313024,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313025,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313032,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313033,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313034,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313035,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313036,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313037,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313038,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313039,COT,RE,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 2
0157128313039,COT,SFD,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128313039,COT,SFD,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128313039,COT,SFD,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 2
0157128313039,COT,SFD,Estate Neighborhood,VILLAGES AT RIVERDALE FILING 3
0157128313040,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313041,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313042,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313043,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128313044,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128314001,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128314002,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128314003,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128314004,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128314005,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128314006,COT,SFD,Single-Family Neighborhoods,VILLAGES AT RIVERDALE FILING 2
0157128401001,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401002,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401003,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401004,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401005,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401005,COT,SFD,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401006,COT,POS,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401006,COT,POS,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401006,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401006,COT,SFD,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401006,COT,SFD,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401007,COT,POS,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401007,COT,POS,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401007,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401007,COT,RE,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401008,COT,POS,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401008,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401008,COT,RE,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401009,COT,POS,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401009,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401009,COT,RE,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
0157128401010,COT,RE,Estate Neighborhood,GLENEAGLE ESTATES SUB AMD NO 1
0157128401011,COT,POS,Estate Neighborhood,TIMBERLEAF FILING NO 1 AMD 1
